Date,Open,High,Low,Close,Volume
2020/8/27,13465.88965,13548.66016,13348.4502,13535.08984,1363300
2020/8/28,13509.37012,13868.29981,13483.28027,13851.32031,1648300
2020/8/31,13929.75,13994.13965,13755.36035,13758.23047,1847100
2020/9/1,13729.38965,13849.66016,13662.69043,13849.66016,1455500
2020/9/2,13881.07031,13944.16016,13737.83008,13887.42969,1800200
2020/9/3,13871.26953,13933.41992,13722.58008,13772.37012,1622300
2020/9/4,13501.91016,13680.05957,13487.69043,13656.66016,1409300
2020/9/7,13633.50977,13714.32031,13232.24023,13284.03027,1802400
2020/9/8,13315.15039,13351.57031,13118.94043,13293.33008,1637100
2020/9/9,13107.98047,13122.75977,12778.42969,12861.75,1951400
2020/9/10,13001.37988,13068.23047,12709.75,12742.84961,1696400
2020/9/11,12711.08984,12952.46973,12702.62012,12942.9502,1282500
2020/9/14,13024.55957,13107.28027,12921.75977,13021.99023,1370500
2020/9/15,13032.28027,13148.16992,12976.03027,13143.45996,1212700
2020/9/16,13123.5,13137.71973,12947.04981,13011.28027,1192800
2020/9/17,12970.33984,13113.76953,12870.99023,13015.19043,1221700
2020/9/18,13026.11035,13253.67969,12987.58984,13245.08984,1489800
2020/9/21,13280.00977,13289.59961,13135.24023,13149.5,1346100
2020/9/22,13052.08008,13212.24023,12981.96973,13023.42969,1275000
2020/9/23,13044.80957,13148.94043,12991.66016,13110.07031,1099100
2020/9/24,13018.29981,13044.37988,12816.61035,12816.61035,1251500
2020/9/25,12876.08008,12919.61035,12764.25977,12814.16992,988200
2020/9/28,12860.08984,12890.90039,12752.38965,12760.92969,903400
2020/9/29,12843.23047,12966.84961,12798.65039,12900.7002,959500
2020/9/30,12948.96973,13040.04004,12834.76953,12907.4502,965000
2020/10/9,13161.36035,13323.80957,13145.75,13289.25977,1245300
2020/10/12,13386.33984,13708.07031,13382.7002,13708.07031,1720200
2020/10/13,13678.62012,13820.55957,13622.9502,13798.58008,1303600
2020/10/14,13781.55957,13781.78027,13664.73047,13691.04004,1378500
2020/10/15,13702.83008,13737.08008,13617.08008,13624.88965,1258800
2020/10/16,13611.91016,13665.58008,13439.87988,13532.73047,1134800
2020/10/19,13638.78027,13660.54004,13393.01953,13421.19043,1173900
2020/10/20,13417.21973,13603.87988,13371.54981,13603.87988,1040400
2020/10/21,13613.87012,13613.87012,13396.54004,13467.91016,1011600
2020/10/22,13419.38965,13435.41016,13252.05957,13396.17969,1000000
2020/10/23,13405.53027,13487.11035,13110.01953,13128.45996,947400
2020/10/26,13056.29981,13242.62988,12922.58984,13191.25,899800
2020/10/27,13159.37012,13291.79981,13146.54981,13269.65039,927600
2020/10/28,13273.5,13438.46973,13188.66016,13388.09961,1089100
2020/10/29,13219.88965,13582.30957,13200.78027,13519.66016,1181300
2020/10/30,13544.29004,13550.36035,13204.25,13236.59961,1317700
2020/11/2,13269.96973,13462.41992,13258.16016,13420.95996,1354400
2020/11/3,13476.58008,13592.91992,13414,13580.04004,1286400
2020/11/4,13586.33008,13691.69043,13544.83008,13659.5,1112100
2020/11/5,13802.17969,13894.25977,13728.63965,13894.25977,1401600
2020/11/6,13932.41016,13932.41016,13708.75,13838.41992,1483100
2020/11/9,13934.37012,14197.84961,13934.37012,14141.15039,1902600
2020/11/10,14121.69043,14121.69043,13908.20996,13993.33984,1648600
2020/11/11,13925.44043,13981.99023,13715.44043,13720.16992,1509200
2020/11/12,13789.29981,13846.87012,13724.33984,13792.07031,1202800
